1901,0
1901.04167,0
1901.08333,0
1901.125,0
1901.16667,0
1901.20833,0
1901.25,0
1901.29167,0
1901.33333,0
1901.375,0
1901.41667,0
1901.45833,0
1901.5,0
1901.54167,0
1901.58333,0
1901.625,0
1901.66667,0
1901.70833,0
1901.75,0
1901.79167,0
1901.83333,0
1901.875,0
1901.91667,0
1901.95833,0
1902,0
1902.04167,0
1902.08333,0
1902.125,0
1902.16667,0
1902.20833,0
1902.25,0
1902.29167,0
1902.33333,0
1902.375,0
1902.41667,0
1902.45833,0
1902.5,0
1902.54167,0
1902.58333,0
1902.625,0
1902.66667,0
1902.70833,0
1902.75,0
1902.79167,0
1902.83333,0
1902.875,0
1902.91667,0
1902.95833,0
1903,0
1903.04167,0
1903.08333,0
1903.125,0
1903.16667,0
1903.20833,0
1903.25,0
1903.29167,0
1903.33333,0
1903.375,0
1903.41667,0
1903.45833,0
1903.5,0
1903.54167,0
1903.58333,0
1903.625,0
1903.66667,0
1903.70833,0
1903.75,0
1903.79167,0
1903.83333,0
1903.875,0
1903.91667,0
1903.95833,0
1904,0
1904.04167,0
1904.08333,0
1904.125,0
1904.16667,0
1904.20833,0
1904.25,0
1904.29167,0
1904.33333,0
1904.375,0
1904.41667,0
1904.45833,0
1904.5,0
1904.54167,0
1904.58333,0
1904.625,0
1904.66667,0
1904.70833,0
1904.75,0
1904.79167,0
1904.83333,0
1904.875,0
1904.91667,0
1904.95833,0
1905,0
1905.04167,0
1905.08333,0
1905.125,0
1905.16667,0
1905.20833,0
1905.25,1
1905.29167,6
1905.33333,11
1905.375,8
1905.41667,5
1905.45833,3
1905.5,0
1905.54167,1
1905.58333,1
1905.625,1
1905.66667,0
1905.70833,0
1905.75,0
1905.79167,1
1905.83333,1
1905.875,1
1905.91667,0
1905.95833,0
1906,0
1906.04167,0
1906.08333,0
1906.125,0
1906.16667,0
1906.20833,0
1906.25,0
1906.29167,0
1906.33333,0
1906.375,0
1906.41667,0
1906.45833,0
1906.5,0
1906.54167,0
1906.58333,0
1906.625,0
1906.66667,0
1906.70833,0
1906.75,0
1906.79167,0
1906.83333,0
1906.875,0
1906.91667,0
1906.95833,0
1907,0
1907.04167,0
1907.08333,0
1907.125,0
1907.16667,0
1907.20833,0
1907.25,0
1907.29167,0
1907.33333,0
1907.375,0
1907.41667,0
1907.45833,0
1907.5,0
1907.54167,16
1907.58333,31
1907.625,242
1907.66667,452
1907.70833,719
1907.75,986
1907.79167,551
1907.83333,116
1907.875,68
1907.91667,19
1907.95833,16
1908,12
1908.04167,6
1908.08333,0
1908.125,0
1908.16667,0
1908.20833,0
1908.25,0
1908.29167,0
1908.33333,0
1908.375,0
1908.41667,0
1908.45833,0
1908.5,0
1908.54167,0
1908.58333,0
1908.625,0
1908.66667,0
1908.70833,0
1908.75,0
1908.79167,0
1908.83333,0
1908.875,0
1908.91667,0
1908.95833,0
1909,0
1909.04167,0
1909.08333,0
1909.125,0
1909.16667,0
1909.20833,0
1909.25,0
1909.29167,0
1909.33333,0
1909.375,0
1909.41667,0
1909.45833,0
1909.5,0
1909.54167,0
